date,link,text
2019-09-03 10:35,https://newyork.craigslist.org/mnh/egr/d/draftsperson-detailer/6970384489.html,Draftsperson Detailer
2019-09-03 10:33,https://newyork.craigslist.org/brk/egr/d/brooklyn-cad-drawing-design-sales/6970382326.html,CAD DRAWING /DESIGN /SALES
2019-09-03 09:22,https://newyork.craigslist.org/brk/egr/d/brooklyn-architectural-metal-drafter/6970329938.html,Architectural Metal Drafter
2019-09-02 14:18,https://newyork.craigslist.org/brk/egr/d/brooklyn-construction-project-manager/6969878694.html,Construction Project Manager
2019-09-02 13:19,https://newyork.craigslist.org/mnh/egr/d/new-york-city-architect-designer/6969829364.html,Architect/Designer
2019-09-02 11:45,https://newyork.craigslist.org/mnh/egr/d/new-york-jr-architect-draftsman/6969750147.html,Jr Architect / Draftsman
2019-09-01 16:52,https://newyork.craigslist.org/que/egr/d/richmond-hill-experienced-architect/6969375572.html,EXPERIENCED ARCHITECT/ DRAFTER
2019-09-01 15:38,https://newyork.craigslist.org/brk/egr/d/brooklyn-intern-mechanical-engineer/6969330022.html,Intern Mechanical Engineer
2019-09-01 07:37,https://newyork.craigslist.org/lgi/egr/d/melville-bookkeeper/6969065658.html,BOOKKEEPER
2019-08-30 18:23,https://newyork.craigslist.org/que/egr/d/architect-cad-drafting/6968226007.html,Architect CAD Drafting
2019-08-30 17:26,https://newyork.craigslist.org/mnh/egr/d/facade-building-envelope-architect/6968187363.html,Facade / Building Envelope Architect
2019-08-30 17:23,https://newyork.craigslist.org/mnh/egr/d/facade-building-envelope-structural/6968185342.html,Facade / Building Envelope Structural Engineer
2019-08-30 14:55,https://newyork.craigslist.org/que/egr/d/queens-village-gc-construction/6968064520.html,GC Construction Assistant Project Manager
2019-08-30 10:24,https://newyork.craigslist.org/lgi/egr/d/roslyn-heights-carpet-flooring-sales/6967824079.html,Carpet & Flooring Sales/Estimator
2019-08-29 19:20,https://newyork.craigslist.org/brk/egr/d/brooklyn-ecb-vioaltion-and-demolitions/6967556941.html,ECB/Vioaltion and Demolitions expediter
2019-08-29 18:11,https://newyork.craigslist.org/que/egr/d/project-architects/6967512467.html,Project Architect(s)
2019-08-29 17:53,https://newyork.craigslist.org/mnh/egr/d/new-york-city-class-2-expeditor/6967499998.html,Class 2 Expeditor
2019-08-29 13:32,https://newyork.craigslist.org/fct/egr/d/landscape-designer-architect-landscape/6967283957.html,Landscape Designer/Architect - Landscape sales
2019-08-29 13:17,https://newyork.craigslist.org/mnh/egr/d/new-york-project-architect-commercial/6967270722.html,Project Architect | Commercial Architecture
2019-08-29 07:39,https://newyork.craigslist.org/mnh/egr/d/autocad-pm-drafting-positions-for-site/6967040035.html,AutoCAD PM/Drafting Positions for Site Safety Plans
2019-08-28 17:48,https://newyork.craigslist.org/brk/egr/d/brooklyn-special-inspector-concrete/6966790395.html,Special Inspector (Concrete)
2019-08-28 15:34,https://newyork.craigslist.org/mnh/egr/d/new-york-solar-project-manager/6966681883.html,Solar Project Manager
2019-08-28 15:03,https://newyork.craigslist.org/mnh/egr/d/new-york-part-time-architecture-work/6966654844.html,Part-time architecture work- must know Revit
2019-08-28 13:17,https://newyork.craigslist.org/que/egr/d/construction-estimator/6966558357.html,Construction Estimator
2019-08-28 12:25,https://newyork.craigslist.org/mnh/egr/d/new-york-intermediate-architect/6966509540.html,Intermediate Architect
2019-08-28 11:47,https://newyork.craigslist.org/mnh/egr/d/new-york-project-architect/6966474737.html,Project Architect
2019-08-28 11:34,https://newyork.craigslist.org/mnh/egr/d/new-york-city-architect/6966462955.html,Architect
2019-08-28 11:22,https://newyork.craigslist.org/mnh/egr/d/new-york-intermediate-architect/6966451697.html,Intermediate Architect
2019-08-27 21:23,https://newyork.craigslist.org/mnh/egr/d/new-york-architect-interior-design/6966186464.html,Architect/Interior Design Internship/Full Time Position
2019-08-27 17:48,https://newyork.craigslist.org/mnh/egr/d/new-york-project-architect/6966054359.html,Project Architect
2019-08-27 13:13,https://newyork.craigslist.org/mnh/egr/d/new-york-jr-associate-architect8-month/6965811746.html,Jr. Associate Architect.....8 month project....NYC
2019-08-27 11:48,https://newyork.craigslist.org/mnh/egr/d/new-york-architect/6965730490.html,Architect
2019-08-27 11:34,https://newyork.craigslist.org/brk/egr/d/junior-intermediate-architect-expediter/6965717468.html,Junior / Intermediate Architect / Expediter
2019-08-26 23:42,https://newyork.craigslist.org/mnh/egr/d/new-york-city-nyc-dob-architect/6965495303.html,NYC DOB_ Architect _ Architectural Services- filing set_ Freelancer
2019-08-26 23:34,https://newyork.craigslist.org/mnh/egr/d/new-york-city-dob-filing-representative/6965492876.html,DOB Filing Representative- Freelance
2019-08-26 16:46,https://newyork.craigslist.org/que/egr/d/astoria-mid-level-architect-8-to-10/6965250255.html,Mid-Level Architect: 8 to 10 Years of Experience
2019-08-26 14:45,https://newyork.craigslist.org/brk/egr/d/architectural-intern-administrative/6965140411.html,Architectural Intern / Administrative assistant
2019-08-26 11:25,https://newyork.craigslist.org/mnh/egr/d/new-york-city-project-manager-for-busy/6964940143.html,Project Manager for Busy Design-to-Build Reno Co.
2019-08-26 10:23,https://newyork.craigslist.org/fct/egr/d/fairfield-project-engineer-fairfield/6964885260.html,Project Engineer (Fairfield)
